fix_ver_dur
0.568000
0.396000
0.180000
1.980000
0.028000
0.084000
0.432000
0.160000
0.352000
0.416000
0.824000
1.352000
3.232000
0.236000
0.276000
0.908000
0.956000
0.284000
0.552000
0.512000
0.616000
0.752000
0.208000
0.796000
0.212000
0.796000
0.300000
0.280000
3.492000
5.784000
1.108000
0.972000
0.140000
0.040000
0.304000
0.392000
0.128000
0.308000
0.944000
1.428000
0.400000
0.916000
1.536000
0.192000
0.508000
0.228000
0.676000
0.588000
0.184000
0.196000
0.580000
0.428000
0.476000
0.768000
0.480000
0.244000
0.888000
0.528000
0.268000
0.292000
0.708000
1.156000
0.228000
2.148000
0.688000
0.216000
1.652000
0.312000
1.408000
0.176000
0.616000
0.672000
1.172000
0.064000
0.084000
0.244000
0.428000
0.044000
0.180000
0.796000
0.904000
0.368000
0.048000
0.168000
0.264000
0.300000
3.168000
0.476000
0.320000
