fix_hor_dur
0.572000
0.396000
0.216000
1.076000
0.212000
0.496000
0.148000
0.424000
0.172000
0.340000
1.772000
0.024000
0.468000
0.300000
1.688000
0.888000
0.132000
0.308000
0.212000
0.296000
0.192000
0.200000
0.940000
0.420000
0.320000
1.156000
0.628000
0.748000
0.228000
0.400000
0.616000
0.800000
0.332000
0.272000
0.452000
0.164000
0.884000
0.228000
0.548000
0.056000
0.760000
2.688000
0.488000
0.752000
0.308000
0.568000
0.220000
1.348000
0.192000
0.288000
0.336000
0.240000
0.296000
0.308000
0.380000
0.028000
0.064000
0.324000
0.436000
0.456000
0.048000
0.132000
0.152000
0.668000
0.160000
1.308000
0.324000
0.756000
0.084000
0.220000
0.244000
0.168000
0.496000
0.284000
0.380000
0.204000
0.612000
0.144000
0.284000
0.360000
0.172000
0.724000
0.188000
0.168000
0.288000
0.200000
0.248000
0.240000
0.216000
0.388000
0.748000
0.204000
0.252000
0.320000
0.656000
0.316000
0.380000
0.364000
0.272000
0.212000
0.228000
1.280000
0.188000
0.100000
0.108000
0.544000
0.208000
0.296000
0.868000
0.096000
1.400000
0.572000
0.488000
0.612000
0.240000
0.384000
0.264000
0.232000
0.836000
0.252000
0.280000
0.200000
0.180000
0.480000
0.228000
0.248000
0.596000
0.288000
0.088000
0.168000
0.260000
0.296000
0.488000
0.176000
0.708000
0.780000
