sacc_ver_amp
0.103680
0.132476
0.034910
0.075562
0.026542
0.027365
0.044788
0.044808
0.036994
0.079634
0.061334
0.046193
0.046193
0.051617
0.061291
0.039043
0.060209
0.066135
0.062912
0.088226
0.047384
0.036766
0.076625
0.042153
0.054856
0.077651
0.039833
0.071682
0.107777
0.037494
0.061848
0.046069
0.048631
0.042977
0.061532
0.087192
0.075662
0.058390
0.088123
0.088123
0.079025
0.059789
0.068221
0.053248
0.064503
0.050417
0.030346
0.045799
0.042621
0.030322
0.051891
0.061117
0.081761
0.080334
0.043358
0.043358
0.040903
0.040903
0.048620
0.028294
0.038388
0.040760
0.099882
0.099882
0.052677
0.055231
0.046761
0.026939
0.061408
0.127799
0.132537
0.070878
0.034089
0.051283
0.055119
0.043687
0.153319
0.153319
0.168973
0.168973
0.047940
0.056959
0.044967
0.077804
0.022395
0.033362
0.053221
0.043593
0.040351
0.053329
0.062077
0.047066
0.075672
0.046614
0.084239
0.068482
0.068482
0.043236
0.048762
0.058145
0.053416
0.042876
0.000095
