fix_ver_dur
0.768000
1.432000
0.140000
0.864000
0.356000
0.160000
0.280000
2.988000
1.116000
0.016000
0.012000
1.300000
0.520000
0.448000
0.152000
0.640000
0.088000
0.364000
0.196000
0.804000
1.752000
0.904000
1.256000
0.020000
0.164000
0.432000
5.016000
2.660000
0.560000
0.136000
0.548000
0.596000
0.436000
0.164000
0.264000
0.008000
0.056000
4.236000
2.080000
3.808000
2.984000
1.540000
3.036000
4.424000
2.912000
3.824000
2.116000
0.608000
3.888000
0.408000
0.048000
0.080000
