fix_concat_dur
0.764000
1.072000
0.284000
0.460000
0.336000
0.276000
1.604000
0.388000
0.500000
1.112000
0.300000
0.512000
0.312000
0.264000
0.636000
0.360000
0.800000
0.524000
0.280000
0.788000
0.676000
1.028000
0.428000
2.184000
0.344000
1.388000
0.660000
0.628000
1.716000
0.788000
0.544000
0.592000
0.432000
0.260000
0.268000
1.560000
0.400000
0.576000
0.224000
0.220000
0.640000
0.344000
1.392000
0.212000
0.404000
0.400000
0.276000
2.532000
2.828000
0.248000
0.268000
0.476000
1.892000
0.700000
1.360000
0.936000
0.424000
0.772000
0.304000
0.972000
0.520000
0.244000
0.224000
0.436000
2.876000
0.356000
0.740000
2.112000
0.340000
0.700000
3.124000
0.404000
0.344000
