sacc_hor_amp
0.116890
0.246062
0.044966
0.101044
0.204019
0.089633
0.108002
0.073698
0.047292
0.078081
0.043203
0.089624
0.084845
0.034722
0.085072
0.074630
0.130093
0.058917
0.271377
0.048162
0.323236
0.118458
0.132241
0.047358
0.037643
0.076910
0.053057
0.112402
0.085035
0.040928
0.087991
0.072538
0.199201
0.097934
0.181304
0.037412
0.089492
0.044125
0.171874
0.067130
0.073653
0.052993
0.242399
0.114647
0.160542
0.157931
0.030816
0.145076
0.177947
0.086349
0.033401
0.089117
0.055719
0.060389
0.082442
0.125323
0.068228
0.077592
0.161981
0.090736
0.022245
0.141688
0.063450
0.055467
0.046309
0.105363
0.062357
0.217493
0.103926
0.036734
0.144612
0.168939
0.070487
0.064126
0.061606
0.040949
0.055954
0.062637
0.094697
0.104872
0.085544
0.085963
0.124703
0.123245
0.052666
0.049236
0.136893
0.039541
0.132497
0.031462
0.074587
0.020968
0.089445
0.098827
0.048346
0.066203
0.052546
