sacc_ver_amp
0.028157
0.085519
0.029829
0.035281
0.056517
0.041025
0.028040
0.037452
0.026189
0.086414
0.047100
0.042925
0.047274
0.096902
0.086035
0.042172
0.157324
0.146152
0.077882
0.027578
0.056466
0.036488
0.035697
0.026942
0.039797
0.030005
0.092620
0.026342
0.036070
0.030385
0.076400
0.212211
0.000000
0.034122
0.038893
0.046515
0.050062
0.023109
0.166705
0.078532
0.002927
0.295902
0.031014
0.025413
0.054770
0.038279
0.258550
0.167564
0.053882
0.016267
0.024183
0.268127
0.231467
0.231467
0.038650
0.075844
0.045307
0.022604
0.023067
0.025279
