fix_ver_dur
0.424000
1.584000
3.060000
1.992000
4.860000
9.556000
3.576000
4.772000
4.168000
3.816000
9.340000
5.924000
1.028000
0.296000
0.508000
0.648000
2.848000
0.568000
0.884000
6.240000
0.176000
