sacc_ver_amp
0.031874
0.123712
0.024726
0.020402
0.043687
0.017718
0.023218
0.022424
0.037840
0.044939
0.045794
0.066220
0.019673
0.038144
0.020136
0.020563
0.022405
0.020007
0.041891
0.057328
0.018811
0.018232
0.020218
0.039437
0.017806
0.022283
0.062137
0.030048
0.023247
0.040850
0.031491
0.017920
0.022899
0.019786
0.047535
0.020912
0.051840
0.024347
0.067170
0.043032
0.020328
0.025200
0.019143
0.038797
0.046170
0.054632
0.044845
0.047060
0.059641
0.021641
0.022849
0.016224
0.018372
0.041768
0.023418
0.031922
0.025548
0.046327
0.050683
0.018709
0.140427
0.086846
0.024686
0.048750
0.030976
0.035205
0.021929
0.018857
0.019036
0.036355
0.032548
0.021421
0.030365
0.019239
0.033381
0.019306
0.028498
0.027182
0.051382
0.042677
0.047940
0.031262
0.045748
0.017162
0.017243
0.024335
0.033447
0.023111
0.019399
0.040076
0.023116
0.031594
0.018299
0.035681
0.027641
0.028045
