sacc_hor_amp
0.049365
0.062024
0.062957
0.062195
0.040826
0.090972
0.037019
0.044772
0.045121
0.048799
0.067834
0.080470
0.099901
0.105185
0.113214
0.113635
0.113635
0.146787
0.040332
0.055645
0.082228
0.048778
0.048546
0.025788
0.007527
0.026375
0.005499
0.020793
0.025955
0.035529
0.045932
0.098643
0.101987
0.034857
0.026576
0.058428
0.048824
0.043212
0.040942
0.094746
0.098310
0.064596
0.064111
0.066835
0.066495
0.044163
0.115610
0.115610
0.042090
0.043663
0.056411
0.038225
0.046855
0.051158
0.094728
0.078840
0.034562
0.074054
0.095393
0.063554
0.064170
0.036150
0.067566
0.039879
0.043601
0.056072
0.091342
0.070696
0.067820
0.083270
0.085959
0.088330
0.071471
0.048997
0.057891
0.056369
0.075265
0.049690
0.066097
0.064509
0.088064
0.088064
0.042828
0.049634
0.051164
0.038859
0.024043
0.058343
0.068892
0.059353
0.040862
0.050853
0.094915
0.071139
0.115985
0.115985
0.045197
0.098553
0.097490
0.104737
0.110743
0.109705
0.091548
0.091548
0.042590
0.046227
0.047166
0.048093
