fix_hor_dur
0.492000
1.396000
0.448000
1.620000
0.484000
2.308000
0.360000
0.820000
1.096000
0.788000
0.352000
0.320000
0.404000
1.380000
0.532000
2.544000
0.048000
0.744000
0.872000
3.856000
0.328000
0.444000
1.264000
0.308000
2.232000
0.288000
0.976000
0.220000
0.856000
0.228000
0.932000
1.080000
3.132000
0.376000
0.088000
0.524000
0.168000
0.096000
1.516000
0.584000
1.416000
1.024000
0.320000
0.720000
0.792000
2.592000
0.216000
0.968000
0.460000
0.636000
2.704000
0.332000
0.428000
0.524000
3.364000
1.376000
1.440000
0.560000
0.420000
0.012000
0.160000
0.472000
0.384000
0.336000
0.104000
0.240000
0.168000
0.412000
0.432000
0.548000
3.052000
0.920000
