sacc_ver_amp
0.010782
0.010782
0.089785
0.102993
0.073179
0.062505
0.050858
0.048764
0.008140
0.022800
0.001920
0.023928
0.044176
0.087577
0.034642
0.028345
0.034889
0.030602
0.246148
0.000000
0.000000
0.039130
0.027556
0.050254
0.048435
0.054245
0.067019
0.053371
0.071201
0.111418
0.030357
0.030531
0.131443
0.131443
0.121349
0.069972
0.035917
0.035783
0.039301
0.030912
0.102170
0.050525
0.066267
0.039337
0.034664
0.064509
0.057264
0.137990
0.137990
0.137990
0.028245
0.036785
0.067935
0.056409
0.036716
0.041121
0.041121
0.050858
0.039857
0.049589
0.072952
0.065272
0.058539
0.045989
0.079992
0.033124
0.141990
0.141990
0.059470
0.033964
0.030113
0.022831
0.112014
