fix_hor_dur
0.072000
0.148000
0.008000
0.284000
0.412000
0.068000
0.372000
0.568000
0.032000
0.024000
0.016000
0.616000
0.376000
0.432000
0.392000
0.012000
0.484000
0.472000
1.300000
0.296000
0.216000
0.536000
0.144000
0.424000
0.228000
0.548000
0.252000
0.304000
0.288000
2.468000
0.228000
2.592000
0.284000
0.248000
0.192000
0.348000
1.184000
0.448000
1.004000
0.164000
0.148000
0.720000
1.472000
0.312000
0.244000
0.324000
0.048000
0.440000
0.436000
0.792000
0.604000
0.948000
0.284000
0.412000
1.808000
0.532000
0.048000
0.580000
0.024000
0.100000
0.092000
0.404000
0.284000
0.812000
0.452000
0.576000
0.196000
0.280000
0.936000
0.652000
0.644000
0.224000
0.464000
0.856000
1.004000
0.260000
0.216000
0.252000
0.156000
0.256000
0.180000
0.548000
0.556000
0.652000
0.200000
1.272000
0.672000
0.204000
0.196000
0.020000
0.572000
1.688000
0.400000
0.036000
2.708000
0.244000
0.052000
1.988000
0.184000
1.812000
0.672000
2.404000
3.496000
0.268000
1.644000
0.528000
0.036000
0.928000
