fix_ver_dur
0.276000
2.208000
0.136000
0.608000
0.412000
0.896000
3.012000
0.288000
0.124000
0.136000
0.420000
1.552000
0.460000
0.152000
0.276000
0.360000
0.020000
0.104000
0.380000
3.560000
0.184000
1.592000
0.692000
0.284000
0.404000
0.296000
2.812000
0.200000
0.016000
0.200000
0.008000
0.480000
0.076000
0.124000
0.860000
1.060000
0.012000
0.300000
0.376000
0.264000
1.128000
0.572000
1.600000
0.284000
0.212000
3.656000
2.036000
0.292000
0.184000
0.300000
0.252000
0.212000
0.440000
2.104000
0.896000
1.240000
0.028000
0.148000
3.244000
2.152000
0.584000
1.212000
1.172000
1.200000
6.008000
1.844000
0.572000
0.268000
0.340000
0.272000
0.292000
0.028000
0.024000
