sacc_hor_amp
0.097566
0.057962
0.051327
0.095883
0.087324
0.083796
0.083047
0.132392
0.052378
0.209933
0.207988
0.189732
0.067963
0.039377
0.216436
0.039347
0.014780
0.074828
0.045467
0.137891
0.111237
0.098490
0.068572
0.053214
0.217185
0.080268
0.166852
0.166852
0.064512
0.082557
0.108979
0.109384
0.062735
0.117930
0.142455
0.132196
0.298636
0.056485
0.085306
0.120453
0.040021
0.063341
