fix_ver_dur
4.676000
0.300000
3.524000
2.452000
1.360000
0.960000
4.196000
7.708000
0.496000
1.548000
1.528000
0.852000
0.152000
9.536000
4.892000
1.460000
1.552000
0.132000
4.420000
0.852000
1.040000
1.268000
0.120000
0.884000
0.236000
0.892000
0.748000
0.860000
0.128000
2.188000
1.156000
0.680000
0.080000
