fix_hor_dur
1.396000
0.148000
0.072000
0.204000
0.640000
0.080000
0.896000
0.632000
0.352000
0.368000
1.484000
6.156000
1.152000
1.952000
6.028000
1.484000
7.268000
0.360000
0.712000
2.000000
3.560000
1.008000
0.416000
0.764000
4.792000
0.728000
0.836000
0.664000
0.624000
7.612000
0.528000
4.564000
1.328000
0.940000
0.596000
1.032000
0.524000
0.244000
0.120000
0.008000
0.648000
0.644000
