sacc_concat_dur
0.108000
0.040000
0.064000
0.056000
0.136000
0.044000
0.064000
0.044000
0.056000
0.172000
0.048000
0.052000
0.064000
0.052000
0.084000
0.044000
0.052000
0.152000
0.048000
0.044000
0.156000
0.060000
0.084000
0.040000
0.056000
0.048000
0.048000
0.048000
0.044000
0.048000
0.100000
0.052000
0.040000
0.060000
0.060000
0.108000
0.104000
0.052000
0.048000
0.060000
0.140000
0.136000
0.056000
0.192000
0.060000
0.064000
0.068000
0.088000
