sacc_ver_dur
0.108000
0.044000
0.064000
0.100000
0.036000
0.064000
0.068000
0.068000
0.068000
0.068000
0.132000
0.064000
0.040000
0.028000
0.052000
0.152000
0.000000
0.032000
0.052000
0.104000
0.084000
0.048000
0.044000
0.100000
0.100000
0.032000
0.028000
0.060000
0.108000
0.104000
0.052000
0.052000
0.060000
0.064000
0.076000
0.088000
0.104000
0.060000
0.064000
0.068000
0.060000
0.088000
