fix_ver_dur
0.196000
0.508000
0.224000
0.264000
0.628000
1.176000
10.456000
5.176000
2.592000
1.396000
0.524000
6.300000
1.588000
1.216000
0.080000
4.020000
7.756000
0.668000
5.532000
0.380000
1.692000
6.444000
0.940000
0.180000
0.264000
0.240000
1.316000
0.236000
0.504000
0.184000
0.420000
0.152000
0.168000
