fix_concat_dur
0.504000
0.220000
0.404000
0.820000
0.584000
0.348000
0.364000
1.480000
6.152000
3.180000
3.160000
2.588000
1.392000
0.520000
6.732000
0.708000
0.372000
1.212000
2.976000
0.972000
0.416000
0.760000
4.788000
0.724000
0.840000
0.664000
0.632000
4.840000
0.376000
1.688000
0.448000
4.560000
1.324000
0.936000
0.260000
0.236000
0.736000
0.520000
0.232000
0.260000
0.416000
0.352000
