sacc_ver_dur
0.064000
0.032000
0.044000
0.044000
0.044000
0.132000
0.072000
0.052000
0.048000
0.060000
0.060000
0.060000
0.112000
0.052000
0.168000
0.168000
0.056000
0.056000
0.160000
0.060000
0.068000
0.052000
0.052000
0.052000
0.048000
0.156000
0.060000
0.056000
