blinks_amp
0.431758
0.536993
0.540094
0.529901
0.553548
0.509320
0.489010
0.562958
0.489797
0.593242
0.575080
0.586623
0.416805
0.561722
0.534024
0.614198
0.580168
0.571482
0.584629
0.542200
0.541549
0.578729
0.630567
0.562554
0.561790
0.551548
0.579629
0.467414
0.520332
