blinks_dur
0.396000
0.304000
0.400000
0.288000
0.272000
0.412000
0.432000
0.396000
0.396000
0.464000
0.484000
0.408000
0.336000
0.412000
0.500000
0.432000
0.444000
0.472000
0.416000
0.580000
0.500000
0.496000
0.432000
0.340000
0.472000
0.352000
0.452000
0.464000
0.404000
