fix_ver_dur
1.036000
0.652000
0.012000
0.712000
0.024000
1.236000
0.508000
0.004000
1.244000
3.324000
0.640000
1.592000
2.232000
0.052000
4.416000
1.500000
0.224000
1.508000
1.424000
0.156000
2.136000
1.648000
0.752000
0.160000
3.288000
1.744000
0.272000
0.024000
1.972000
2.744000
0.956000
0.092000
0.192000
0.972000
0.064000
1.244000
1.952000
0.080000
1.008000
0.756000
0.380000
0.100000
0.088000
1.704000
0.008000
0.340000
0.512000
1.228000
1.912000
1.336000
1.144000
1.276000
