sacc_ver_amp
0.422931
0.034087
0.010727
0.021552
0.105047
0.105047
0.037519
0.034344
0.031954
0.173587
0.034476
0.020410
0.032849
0.027213
0.017448
0.016899
0.018582
0.019538
0.023663
0.023565
0.035014
0.018128
0.019715
0.039256
0.064897
0.023767
0.033848
0.036284
0.020769
0.023719
0.017611
0.020271
0.073539
0.026927
0.020803
0.023036
0.031729
0.022039
0.004184
0.069880
0.067521
0.030606
0.070961
0.045957
0.046280
0.046280
0.067956
0.054508
0.052057
0.023541
0.070025
0.071093
0.013231
0.030472
0.037542
0.028623
0.068008
0.068008
0.044005
0.044005
0.039203
0.039203
0.071449
0.044555
0.025004
0.023783
0.024540
0.023758
0.024269
0.028456
0.014649
0.084189
0.016896
0.070227
