fix_concat_dur
0.752000
0.432000
0.524000
0.224000
0.988000
0.252000
1.300000
0.304000
0.296000
5.112000
0.728000
0.664000
0.384000
2.192000
2.884000
0.236000
0.304000
1.780000
0.196000
0.624000
0.724000
6.992000
0.196000
0.272000
0.928000
1.296000
0.524000
1.140000
0.784000
0.492000
0.468000
0.448000
0.376000
0.632000
0.460000
0.208000
0.320000
0.224000
0.328000
0.888000
0.356000
1.544000
0.296000
1.212000
2.008000
0.620000
0.420000
0.368000
0.260000
0.336000
0.256000
0.428000
0.472000
0.524000
0.408000
0.608000
0.388000
0.320000
0.480000
0.380000
0.532000
0.244000
0.864000
0.852000
0.216000
0.432000
