sacc_hor_amp
0.179551
0.082040
0.174393
0.035928
0.018976
0.148492
0.167981
0.167981
0.071400
0.075251
0.117910
0.017641
0.013097
0.189989
0.124075
0.075617
0.034357
0.084066
0.014031
0.093441
0.222924
0.335964
0.022303
0.046599
0.025766
0.040859
0.033581
0.052661
0.039552
0.192187
0.192187
0.032105
0.079040
0.083846
0.034808
0.046442
0.026028
0.042043
0.040677
0.026881
0.067906
0.038163
0.046365
0.166988
0.096201
0.131227
0.056612
0.093758
0.023786
0.050816
0.042312
0.049073
0.032829
0.098346
0.126531
0.102367
0.021728
0.032699
0.058885
0.441112
0.070868
0.031890
0.038380
0.127897
0.161297
0.138948
0.030364
0.029562
0.064138
0.048414
0.063719
0.045769
0.089608
0.155832
0.024435
0.165670
0.029806
0.054306
0.021672
0.104211
0.058255
0.057548
0.039162
0.031886
0.034418
0.046760
0.054539
0.035232
0.123082
0.044479
0.148277
0.050421
0.042532
0.033239
0.029171
0.053143
