sacc_hor_amp
0.038138
0.065095
0.040197
0.024550
0.090505
0.046501
0.038463
0.059696
0.070981
0.035686
0.061882
0.080194
0.057305
0.043065
0.043065
0.047569
0.042914
0.025740
0.037412
0.034954
0.040795
0.035913
0.114538
0.030574
0.032857
0.039865
0.044772
0.035518
0.054657
0.021557
0.018912
0.044929
0.027208
0.044303
0.018559
0.042410
0.041806
0.060491
0.040429
0.045345
0.037610
0.040019
0.024898
0.063982
0.025421
0.035120
0.035120
0.043376
0.035821
0.042733
0.038823
0.041162
0.049601
0.049720
0.026274
0.049899
0.072227
0.036653
0.034067
0.029145
0.040225
