fix_hor_dur
1.652000
0.508000
0.120000
1.772000
0.104000
0.432000
0.216000
3.248000
0.232000
0.904000
0.420000
0.304000
1.404000
0.560000
0.732000
0.488000
1.872000
0.744000
0.924000
0.484000
1.452000
1.668000
0.912000
2.804000
0.652000
0.536000
1.364000
0.372000
1.364000
0.904000
1.960000
0.632000
0.340000
0.620000
1.204000
1.728000
0.832000
4.104000
0.340000
0.244000
2.424000
0.220000
3.276000
0.916000
0.648000
0.508000
1.804000
4.636000
0.592000
0.668000
0.272000
2.764000
1.188000
0.776000
0.356000
1.996000
