fix_concat_dur
0.680000
0.764000
0.512000
0.304000
0.204000
0.232000
0.360000
0.336000
0.828000
0.264000
1.016000
0.272000
1.228000
0.260000
0.208000
0.716000
0.492000
1.192000
0.632000
0.268000
0.416000
0.480000
0.532000
0.504000
0.232000
0.216000
0.252000
1.196000
0.672000
0.216000
0.452000
0.716000
0.556000
0.228000
0.472000
0.272000
0.652000
1.640000
0.888000
0.460000
0.904000
0.940000
0.204000
0.720000
0.540000
0.288000
0.748000
0.252000
0.320000
0.304000
1.272000
0.292000
1.084000
0.692000
0.668000
0.344000
0.388000
1.196000
0.912000
0.204000
0.544000
0.220000
0.196000
0.348000
0.280000
0.440000
0.308000
0.284000
0.980000
0.328000
0.904000
0.892000
0.332000
0.464000
0.404000
0.360000
0.296000
0.408000
0.252000
0.236000
0.468000
0.332000
