sacc_concat_dur
0.080000
0.080000
0.052000
0.044000
0.052000
0.116000
0.112000
0.044000
0.056000
0.060000
0.076000
0.052000
0.044000
0.076000
0.112000
0.148000
0.064000
0.092000
0.048000
0.036000
0.176000
0.048000
0.048000
0.048000
0.132000
0.096000
0.084000
0.060000
0.084000
0.064000
0.080000
0.064000
0.108000
0.056000
0.176000
0.060000
0.060000
0.224000
0.048000
0.040000
0.172000
0.048000
0.112000
0.064000
0.056000
0.116000
0.040000
0.036000
0.064000
0.240000
0.048000
0.124000
0.048000
0.072000
0.040000
0.084000
0.140000
0.060000
0.056000
0.096000
0.056000
0.044000
0.048000
0.048000
0.044000
0.044000
0.048000
0.104000
0.048000
0.068000
0.056000
0.084000
0.092000
0.060000
0.060000
0.040000
0.060000
0.068000
0.100000
0.036000
0.068000
0.068000
0.052000
0.052000
0.124000
0.092000
0.160000
0.104000
0.076000
0.056000
0.044000
0.040000
0.044000
0.052000
0.052000
0.060000
0.060000
0.056000
0.052000
0.044000
