blinks_amp
0.742997
0.597515
0.751971
0.778897
0.696592
0.553448
0.703245
0.785357
0.422326
0.848510
0.573560
0.723847
0.665000
0.260806
0.680248
0.740443
0.615304
0.669056
0.720772
0.662652
0.727386
0.580962
0.495015
0.562313
0.497848
0.572432
0.667522
0.522437
0.527087
0.756127
0.364537
0.608492
0.575499
0.817612
