blinks_dur
0.408000
0.372000
0.340000
0.312000
0.336000
0.340000
0.336000
0.436000
0.304000
-0.424000
0.288000
0.404000
0.536000
0.128000
0.440000
0.464000
0.444000
0.404000
-4.048000
0.412000
0.376000
0.252000
0.436000
0.424000
0.324000
0.500000
0.400000
0.388000
0.384000
0.344000
0.304000
0.332000
0.296000
0.432000
