fix_ver_dur
0.684000
1.760000
0.208000
0.148000
0.280000
0.192000
0.236000
0.048000
0.364000
0.132000
0.340000
2.224000
0.276000
0.068000
1.232000
0.264000
0.212000
0.184000
1.480000
0.152000
0.060000
0.416000
1.196000
0.636000
0.272000
0.420000
0.484000
0.536000
0.012000
0.096000
0.068000
0.124000
0.508000
0.124000
0.244000
0.236000
0.220000
0.020000
1.520000
0.676000
0.412000
0.052000
1.220000
1.372000
0.468000
0.820000
0.656000
1.644000
0.892000
0.464000
0.908000
0.192000
0.944000
0.032000
0.120000
0.120000
0.208000
1.368000
0.292000
0.964000
0.420000
0.324000
0.308000
1.276000
0.296000
1.088000
0.696000
0.672000
0.348000
0.392000
1.200000
0.156000
1.184000
0.548000
0.440000
0.200000
0.580000
0.284000
0.636000
0.556000
0.540000
0.188000
1.204000
0.332000
1.152000
0.896000
0.080000
0.128000
0.848000
0.828000
0.300000
0.412000
0.560000
0.864000
