sacc_ver_dur
0.056000
0.044000
0.044000
0.044000
0.060000
0.044000
0.040000
0.028000
0.024000
0.052000
0.044000
0.048000
0.048000
0.040000
0.044000
0.108000
0.064000
0.076000
0.060000
0.076000
0.056000
0.032000
0.056000
0.048000
0.048000
