fix_ver_dur
1.252000
0.192000
0.704000
0.620000
0.024000
0.260000
0.180000
0.024000
0.172000
0.076000
0.148000
1.056000
0.756000
0.696000
1.284000
0.516000
0.176000
1.580000
0.044000
2.228000
0.940000
1.736000
0.244000
0.152000
0.768000
0.088000
0.100000
0.508000
0.796000
0.052000
0.048000
0.520000
0.868000
0.012000
0.052000
1.028000
0.304000
0.076000
2.036000
0.544000
0.068000
0.232000
0.008000
0.012000
0.052000
0.196000
0.172000
0.148000
1.972000
0.896000
0.052000
1.736000
0.172000
0.468000
0.040000
0.016000
2.120000
2.320000
1.212000
0.172000
0.736000
1.616000
3.448000
0.064000
0.048000
0.336000
1.692000
1.248000
0.924000
