sacc_concat_dur
0.048000
0.088000
0.052000
0.092000
0.060000
0.060000
0.052000
0.052000
0.044000
0.064000
0.048000
0.044000
0.056000
0.036000
0.056000
0.048000
0.048000
0.060000
0.104000
0.052000
0.044000
0.044000
0.052000
0.084000
0.048000
0.048000
0.064000
0.048000
0.052000
0.044000
0.052000
0.060000
0.048000
