blinks_amp
0.476853
0.719314
0.721559
0.681012
0.594646
0.683778
0.647698
0.690085
0.769848
0.621410
0.668850
0.787871
0.696883
0.735053
0.782429
0.670772
0.746469
0.633127
0.769295
0.642532
0.709468
0.701197
0.639617
0.739940
0.691825
0.706229
0.791511
0.652074
0.715218
0.742994
0.632136
0.759790
0.600862
0.712384
0.604859
0.618161
0.381401
0.708447
0.711042
0.673148
0.708132
0.612002
0.714281
0.734452
0.508289
0.698650
0.727050
0.710515
0.739171
0.556122
0.724672
0.679853
0.785055
0.705724
0.565134
0.693656
0.524722
