sacc_hor_dur
0.048000
0.056000
0.092000
0.068000
0.052000
0.052000
0.064000
0.048000
0.044000
0.056000
0.048000
0.056000
0.048000
0.048000
0.060000
0.052000
0.052000
0.048000
0.048000
0.064000
0.100000
0.044000
0.048000
