blinks_dur
0.356000
0.324000
0.376000
0.320000
0.424000
0.336000
0.420000
0.372000
0.368000
0.464000
0.456000
0.368000
0.404000
0.476000
0.392000
0.400000
0.328000
0.380000
0.380000
0.400000
0.452000
0.348000
0.360000
0.420000
0.344000
0.424000
0.368000
0.432000
0.476000
0.344000
0.364000
0.404000
0.448000
0.344000
0.408000
0.324000
0.304000
0.404000
0.464000
0.348000
0.424000
0.284000
0.368000
0.332000
0.384000
0.368000
0.408000
0.420000
0.440000
0.400000
0.344000
0.364000
0.488000
0.404000
0.384000
0.392000
0.400000
