blinks_amp
0.606019
0.369537
0.372107
0.465348
0.425845
0.402252
0.451538
0.438908
0.462292
0.539133
0.453815
0.458060
0.486893
0.446807
0.415550
0.426572
0.413380
0.472111
0.444319
0.484774
0.386459
0.526453
0.506433
0.516769
0.421022
0.513327
0.454714
0.561869
0.549509
0.402343
0.578459
0.409551
0.474108
0.534787
0.415045
0.510044
0.473294
0.494259
0.530057
0.415338
0.528213
0.548848
0.430225
0.550876
0.494783
0.438637
0.479459
0.399456
0.516047
0.449988
0.477458
0.510627
0.496387
0.402040
0.459648
0.409606
0.578658
0.460385
0.462991
0.506276
0.503195
0.513289
0.471502
0.499184
0.348661
0.527141
0.440190
0.413760
0.381461
0.453153
0.482976
0.426071
0.606605
0.502283
0.589050
0.448810
0.509188
0.471386
0.523778
0.450541
0.425694
0.488988
0.503607
0.441211
