fix_hor_dur
0.508000
3.304000
1.052000
1.208000
0.740000
1.712000
0.480000
1.260000
0.200000
1.440000
0.320000
0.900000
2.632000
2.052000
1.084000
0.496000
0.548000
1.100000
1.112000
0.588000
0.800000
0.928000
0.264000
1.132000
1.492000
0.056000
0.040000
0.552000
0.016000
0.980000
0.248000
0.908000
1.476000
0.432000
0.004000
0.668000
0.464000
0.048000
0.120000
0.248000
0.808000
0.748000
0.904000
0.232000
0.908000
0.256000
0.236000
0.476000
0.380000
0.396000
0.764000
0.452000
0.152000
1.700000
0.800000
4.028000
0.860000
0.232000
0.840000
0.280000
0.988000
0.232000
0.808000
2.016000
0.304000
0.444000
1.028000
0.164000
0.812000
0.252000
0.208000
0.124000
1.388000
0.876000
0.316000
1.484000
1.072000
0.856000
