sacc_hor_amp
0.070593
0.058720
0.244971
0.032575
0.154413
0.164063
0.150244
0.173478
0.105621
0.132052
0.042784
0.039603
0.060614
0.106037
0.044394
0.040945
0.112587
0.100466
0.079610
0.048703
0.091904
0.025906
0.036286
0.024255
0.043650
0.105016
0.094191
0.073916
0.133002
0.087349
0.087349
0.058559
0.105739
0.223967
0.223967
0.223967
0.184954
0.156416
0.121036
0.121036
0.121036
0.166715
0.282148
0.105204
0.109617
0.288957
0.059252
0.036824
0.065409
0.058720
0.069917
0.145168
0.145168
0.097312
0.058795
0.228926
0.131599
0.101219
0.086296
0.091298
0.056669
0.079493
0.079493
0.179400
0.060668
0.168108
0.049088
0.104848
0.297831
0.048272
0.103968
0.046180
0.064446
0.038981
0.044631
0.057682
0.049924
0.034474
0.184349
0.258263
0.088692
0.063119
0.046678
0.037722
0.055305
0.126247
0.221730
0.033871
0.056224
0.041831
0.107134
0.060257
0.091667
0.046323
0.084251
0.174445
0.166019
0.078693
0.409628
0.209406
0.043964
0.051728
0.042834
0.029987
0.024799
0.066696
0.041445
