sacc_ver_amp
0.033695
0.049301
0.065392
0.023168
0.042723
0.063782
0.041768
0.070806
0.067695
0.092234
0.069383
0.063648
0.036880
0.065177
0.028915
0.050745
0.029444
0.033054
0.047437
0.030212
0.024654
0.025183
0.026364
0.036698
0.030089
0.034980
0.022155
0.070741
0.070741
0.036307
0.036499
0.061922
0.026783
0.054879
0.060859
0.023990
0.069139
0.023196
0.034863
0.041053
0.058790
