fix_ver_dur
2.632000
1.084000
0.520000
0.300000
5.220000
2.736000
0.456000
9.056000
7.924000
1.400000
0.800000
0.616000
1.344000
1.540000
0.992000
1.140000
0.204000
0.688000
5.584000
0.592000
1.892000
1.156000
0.304000
0.260000
1.100000
0.856000
0.696000
2.552000
0.336000
0.192000
2.148000
2.320000
0.480000
1.204000
0.608000
1.112000
0.564000
1.708000
0.468000
