fix_ver_dur
0.104000
0.212000
0.116000
0.104000
0.804000
3.024000
3.520000
0.144000
2.796000
0.464000
0.984000
0.044000
1.128000
0.400000
2.248000
4.896000
2.236000
0.192000
1.944000
1.764000
0.580000
2.768000
8.804000
0.760000
2.932000
1.528000
1.100000
3.192000
0.860000
0.508000
1.180000
0.424000
0.852000
1.464000
2.184000
0.660000
0.176000
2.516000
2.316000
