fix_hor_dur
0.112000
0.212000
0.088000
2.528000
1.548000
0.212000
2.852000
0.748000
1.276000
0.316000
1.816000
0.112000
0.052000
0.172000
0.144000
0.124000
0.404000
0.148000
0.460000
0.108000
0.328000
0.660000
0.396000
1.964000
1.576000
2.016000
0.236000
1.944000
0.796000
5.120000
0.596000
0.492000
1.336000
0.048000
4.164000
0.684000
0.360000
0.300000
0.284000
0.472000
0.884000
0.352000
0.180000
0.356000
0.240000
1.564000
0.988000
1.548000
0.144000
0.132000
0.448000
1.544000
0.288000
3.112000
0.632000
0.048000
0.548000
2.064000
0.572000
0.568000
0.864000
0.540000
0.260000
0.764000
0.384000
0.640000
0.192000
1.024000
0.656000
0.264000
0.264000
0.216000
0.180000
0.640000
1.128000
0.388000
1.412000
0.156000
0.332000
