fix_concat_dur
0.208000
0.800000
1.440000
1.536000
0.228000
2.848000
0.224000
0.216000
1.272000
0.312000
0.820000
0.460000
0.220000
0.404000
0.452000
0.332000
0.224000
0.392000
1.528000
1.572000
2.012000
0.232000
0.796000
1.084000
0.792000
0.252000
1.940000
1.760000
0.576000
0.492000
1.332000
0.748000
3.044000
0.680000
0.356000
0.296000
0.280000
0.468000
0.880000
0.348000
0.352000
0.236000
1.056000
0.444000
0.248000
0.276000
1.544000
0.444000
1.004000
0.284000
1.096000
1.492000
0.628000
0.544000
0.232000
0.856000
0.504000
0.560000
0.552000
0.420000
0.536000
0.760000
0.380000
1.020000
0.652000
0.260000
0.296000
0.636000
1.124000
0.392000
1.400000
0.328000
0.208000
