sacc_ver_dur
0.056000
0.064000
0.060000
0.036000
0.096000
0.044000
0.064000
0.100000
0.048000
0.052000
0.076000
0.112000
0.180000
0.112000
0.052000
0.036000
0.084000
0.064000
0.052000
0.092000
0.068000
0.064000
0.048000
0.112000
0.048000
0.092000
0.044000
0.044000
0.064000
