fix_hor_dur
0.092000
0.184000
0.016000
0.428000
0.040000
0.012000
0.024000
0.004000
0.004000
0.016000
0.088000
0.036000
0.176000
0.204000
0.036000
0.900000
0.648000
0.020000
0.272000
0.016000
2.064000
0.556000
0.024000
0.048000
0.700000
0.132000
0.164000
0.240000
0.132000
0.368000
0.116000
0.244000
0.420000
0.840000
4.768000
0.228000
0.208000
0.776000
0.140000
1.056000
0.152000
0.252000
0.312000
2.084000
0.108000
1.044000
1.244000
0.268000
2.108000
2.664000
2.312000
0.576000
0.560000
0.276000
1.244000
0.548000
0.988000
0.180000
1.580000
1.740000
0.200000
0.852000
0.016000
0.164000
0.900000
0.200000
0.652000
0.512000
0.568000
0.436000
0.032000
1.320000
0.092000
1.412000
0.528000
0.508000
1.072000
0.996000
1.136000
1.332000
2.568000
1.776000
3.000000
0.968000
0.596000
