fix_ver_dur
0.068000
0.088000
0.540000
0.360000
3.376000
2.384000
1.820000
1.656000
0.116000
0.680000
0.432000
0.304000
3.132000
0.020000
0.184000
2.012000
0.052000
1.508000
0.216000
0.112000
0.484000
4.412000
1.592000
0.276000
0.756000
0.940000
1.232000
5.704000
0.124000
0.608000
1.680000
0.184000
1.404000
0.088000
1.964000
3.120000
1.196000
1.344000
12.792000
0.124000
