sacc_ver_amp
0.047591
0.049162
0.059649
0.036155
0.027287
0.018220
0.062905
0.101756
0.183700
0.183700
0.206346
0.206346
0.061683
0.049163
0.032955
0.041487
0.035297
0.029015
0.029048
0.025878
0.029325
0.027961
0.034493
0.027419
0.048300
0.179364
0.179364
0.207370
0.043131
0.039297
0.023082
0.071877
0.076846
0.076846
0.108291
0.100108
0.061407
0.085634
0.065443
0.036071
0.041526
0.036723
0.093096
0.138680
0.104680
