sacc_hor_amp
0.141110
0.052547
0.491227
0.491227
0.491227
0.314194
0.314194
0.471458
0.471458
0.447016
0.024442
0.016698
0.411364
0.411364
0.411364
0.411364
0.192041
0.389599
0.389599
0.389599
0.099662
0.205986
0.108244
0.281342
0.139373
0.139373
0.174623
0.174623
0.120164
0.146091
0.076419
0.044645
0.115027
0.115027
0.115027
0.086625
0.024330
0.123983
0.123983
0.124650
0.124650
0.125659
0.125659
0.037426
0.170413
0.170413
0.170413
0.115934
0.115934
0.115934
0.099518
0.029323
0.032596
0.237271
0.237271
0.237271
0.236030
0.236030
0.059360
0.034210
0.040631
0.053861
0.036784
0.048450
0.050118
0.093138
0.073107
0.124247
0.071532
0.071532
0.059981
0.059981
0.301864
0.301864
0.301864
0.248678
0.247248
0.028257
0.046785
0.112880
0.173355
0.173355
0.108591
0.083014
0.047701
0.047515
0.037701
0.047479
0.121298
0.121298
0.044645
0.072259
0.074237
0.054996
0.074767
0.134475
0.112604
0.038168
0.212471
0.212471
0.043249
0.042841
0.058956
0.061142
0.388929
0.388929
0.388929
0.388929
0.388929
0.388929
0.267318
0.267318
0.042476
0.028177
0.177468
0.088806
0.038183
0.038183
0.069031
0.037858
0.139117
0.073922
0.059692
0.059692
0.094838
0.075017
0.075017
0.034167
0.087448
0.034871
0.064857
0.072563
0.055617
0.029061
0.132034
0.067523
0.049685
0.000354
0.134899
0.075439
0.075439
0.035075
0.033494
0.056313
0.056313
0.011066
0.088597
0.040230
0.021489
0.084756
0.020599
0.064165
0.222657
0.222657
0.033150
0.078360
0.086371
0.049618
0.045754
0.045754
0.025202
0.037465
0.041431
