fix_hor_dur
0.028000
0.296000
0.244000
0.588000
1.012000
0.260000
0.456000
0.792000
0.344000
0.164000
1.172000
2.452000
0.116000
1.636000
0.356000
0.672000
0.100000
0.544000
0.484000
0.128000
0.268000
1.048000
4.412000
0.512000
1.656000
0.324000
0.376000
0.184000
0.504000
0.200000
0.660000
0.428000
0.156000
0.480000
0.732000
0.152000
0.284000
0.328000
1.776000
0.164000
0.308000
0.656000
0.320000
0.752000
0.060000
0.484000
1.500000
0.248000
0.372000
1.788000
0.356000
0.496000
0.296000
0.428000
0.304000
0.244000
0.244000
0.432000
1.632000
3.224000
0.260000
0.112000
0.104000
0.748000
0.356000
0.168000
0.364000
0.576000
0.428000
0.184000
3.688000
0.168000
3.104000
0.264000
0.136000
0.296000
3.932000
1.556000
1.512000
0.136000
0.820000
1.892000
0.224000
0.184000
0.132000
0.812000
