sacc_ver_amp
0.178969
0.035810
0.046627
0.079046
0.026692
0.014341
0.069634
0.025907
0.025133
0.091495
0.045173
0.067698
0.062314
0.062639
0.062639
0.032785
0.050125
0.050125
0.063591
0.066460
0.054917
0.059715
0.054924
0.064772
0.041050
0.037224
0.052021
0.088120
0.032522
0.097666
0.032852
0.052965
0.035892
0.045796
0.057906
0.056282
0.049744
0.026799
0.034355
0.175496
0.041217
0.067973
0.068141
0.050845
0.107538
