fix_ver_dur
0.020000
0.624000
1.576000
2.008000
1.492000
1.108000
0.300000
0.196000
0.468000
1.616000
1.576000
0.744000
0.120000
0.372000
6.112000
1.276000
0.696000
0.192000
0.660000
1.920000
0.940000
0.272000
2.720000
0.668000
3.640000
0.352000
2.200000
3.012000
4.640000
0.016000
4.524000
10.440000
0.900000
0.172000
1.016000
0.040000
0.096000
1.172000
2.120000
0.320000
0.784000
0.280000
0.136000
