fix_concat_dur
0.268000
1.084000
3.688000
0.296000
2.996000
1.476000
0.372000
0.560000
0.360000
0.308000
0.400000
0.520000
0.320000
6.072000
1.312000
0.220000
0.204000
0.320000
0.264000
1.100000
0.732000
0.484000
0.320000
0.492000
0.272000
2.852000
0.372000
1.856000
1.676000
0.724000
0.572000
0.796000
0.652000
0.240000
2.316000
3.888000
0.428000
1.796000
0.432000
3.568000
0.248000
0.200000
0.308000
0.492000
0.460000
0.284000
0.264000
0.524000
0.404000
0.324000
0.216000
0.528000
2.276000
1.060000
0.236000
0.212000
0.204000
0.448000
0.824000
0.276000
0.376000
0.308000
0.408000
