fix_ver_dur
0.272000
1.088000
3.692000
0.056000
3.348000
4.964000
6.076000
2.008000
3.508000
0.708000
3.240000
4.140000
0.960000
0.576000
1.552000
2.612000
3.892000
2.840000
0.436000
3.572000
1.276000
0.496000
0.464000
0.288000
1.208000
0.408000
0.328000
0.220000
2.868000
3.972000
0.888000
