sacc_hor_amp
0.034071
0.073216
0.052721
0.097220
0.042405
0.106921
0.029781
0.060873
0.048313
0.067600
0.088735
0.066223
0.049388
0.054422
0.055032
0.098093
0.052774
0.040801
0.050585
0.071111
0.034821
0.044368
0.075265
0.083597
0.060252
0.048967
0.093293
0.051305
0.041972
0.035611
0.032187
0.036385
0.033012
0.026685
0.035453
0.043410
0.058161
0.074858
0.076728
0.057720
0.035609
0.045443
0.040062
0.044191
0.081795
0.043604
0.043557
0.029083
0.053101
0.049939
0.082551
0.062823
0.052737
0.073490
0.091350
0.054110
0.035051
