sacc_ver_amp
0.104485
0.148653
0.174268
0.069163
0.062619
0.025354
0.031688
0.030940
0.051772
0.042821
0.045321
0.028287
0.025550
0.052080
0.046317
0.078034
0.048500
0.052641
0.036349
0.064028
0.045926
0.050105
0.073766
0.070110
0.073152
0.042355
0.147281
0.032527
0.171790
0.061572
0.077503
