fix_ver_dur
0.120000
0.212000
1.388000
2.312000
0.268000
0.432000
0.060000
3.328000
0.412000
2.776000
2.844000
0.868000
7.712000
0.856000
5.544000
0.992000
0.880000
0.076000
2.060000
3.020000
0.604000
7.576000
1.128000
2.532000
2.936000
1.360000
2.668000
0.920000
1.028000
0.856000
0.272000
0.008000
0.108000
1.100000
3.560000
