fix_concat_dur
0.208000
0.804000
0.248000
0.228000
0.328000
2.220000
0.524000
0.704000
0.552000
1.936000
0.200000
2.364000
0.328000
0.760000
0.268000
1.672000
0.476000
0.336000
4.488000
0.620000
0.484000
7.188000
0.340000
0.552000
0.988000
0.876000
0.348000
0.992000
0.564000
0.688000
0.936000
0.336000
0.252000
0.272000
0.600000
1.048000
4.556000
1.172000
0.376000
1.124000
2.528000
1.404000
1.420000
0.800000
0.284000
1.392000
0.796000
0.492000
0.364000
0.324000
0.536000
0.332000
0.464000
0.268000
0.404000
0.268000
0.268000
0.312000
2.604000
0.528000
1.344000
