sacc_ver_dur
0.048000
0.080000
0.052000
0.120000
0.084000
0.032000
0.044000
0.032000
0.076000
0.048000
0.040000
0.032000
0.032000
0.064000
0.044000
0.072000
0.052000
0.060000
0.048000
0.052000
0.044000
0.064000
0.072000
0.120000
0.104000
0.052000
0.060000
0.036000
0.156000
0.060000
0.052000
